3
77 1 0.1
78 1 0.1
79 1 0.1
80 3 0.3
81 6 0.6
82 2 0.2
83 9 0.9
84 10 1
85 10 1
86 17 1.7
87 16 1.6
88 24 2.4
89 19 1.9
90 21 2.1
91 20 2
92 27 2.7
93 22 2.2
94 37 3.7
95 20 2
96 29 2.9
97 16 1.6
98 34 3.4
99 35 3.5
100 29 2.9
101 26 2.6
102 35 3.5
103 34 3.4
104 31 3.1
105 32 3.2
106 32 3.2
107 30 3
108 28 2.8
109 30 3
110 27 2.7
111 21 2.1
112 27 2.7
113 23 2.3
114 35 3.5
115 34 3.4
116 26 2.6
117 23 2.3
118 25 2.5
119 20 2
120 25 2.5
121 16 1.6
122 18 1.8
123 16 1.6
124 20 2
125 20 2
126 11 1.1
127 15 1.5
128 16 1.6
129 9 0.9
130 12 1.2
131 9 0.9
132 9 0.9
133 19 1.9
134 12 1.2
135 9 0.9
136 6 0.6
137 13 1.3
138 15 1.5
139 13 1.3
140 16 1.6
141 16 1.6
142 14 1.4
143 12 1.2
144 13 1.3
145 14 1.4
146 14 1.4
147 12 1.2
148 14 1.4
149 13 1.3
150 14 1.4
151 13 1.3
152 14 1.4
153 14 1.4
154 12 1.2
155 11 1.1
156 8 0.8
157 10 1
158 9 0.9
159 5 0.5
160 6 0.6
161 7 0.7
162 5 0.5
163 7 0.7
164 1 0.1
165 7 0.7
166 5 0.5
167 3 0.3
168 2 0.2
169 1 0.1
170 1 0.1
171 3 0.3
172 1 0.1
173 2 0.2
174 4 0.4
175 6 0.6
176 3 0.3
177 6 0.6
178 6 0.6
179 6 0.6
180 3 0.3
181 4 0.4
182 8 0.8
183 3 0.3
184 8 0.8
185 11 1.1
186 7 0.7
187 9 0.9
188 6 0.6
189 9 0.9
190 2 0.2
191 13 1.3
192 2 0.2
193 8 0.8
194 6 0.6
195 2 0.2
196 6 0.6
197 8 0.8
198 3 0.3
199 3 0.3
200 2 0.2
201 5 0.5
202 2 0.2
203 6 0.6
204 5 0.5
205 3 0.3
206 7 0.7
207 4 0.4
208 1 0.1
209 2 0.2
210 3 0.3
211 3 0.3
212 2 0.2
213 8 0.8
214 2 0.2
215 1 0.1
217 1 0.1
218 1 0.1
219 3 0.3
220 3 0.3
221 4 0.4
222 6 0.6
223 3 0.3
224 2 0.2
225 3 0.3
226 6 0.6
227 2 0.2
228 3 0.3
229 3 0.3
230 1 0.1
231 5 0.5
232 2 0.2
233 2 0.2
234 4 0.4
235 2 0.2
236 2 0.2
237 5 0.5
238 4 0.4
239 2 0.2
240 2 0.2
241 6 0.6
242 3 0.3
243 1 0.1
244 3 0.3
245 2 0.2
246 3 0.3
247 2 0.2
248 4 0.4
249 5 0.5
250 2 0.2
251 3 0.3
252 3 0.3
253 3 0.3
254 3 0.3
255 3 0.3
256 5 0.5
257 7 0.7
258 4 0.4
259 4 0.4
260 3 0.3
261 10 1
262 6 0.6
263 5 0.5
264 13 1.3
265 8 0.8
266 5 0.5
267 3 0.3
268 3 0.3
269 5 0.5
270 8 0.8
271 9 0.9
272 4 0.4
273 6 0.6
274 8 0.8
275 6 0.6
276 6 0.6
277 12 1.2
278 10 1
279 13 1.3
280 14 1.4
281 8 0.8
282 10 1
283 12 1.2
284 5 0.5
285 13 1.3
286 14 1.4
287 16 1.6
288 7 0.7
289 11 1.1
290 21 2.1
291 13 1.3
292 19 1.9
293 17 1.7
294 15 1.5
295 16 1.6
296 16 1.6
297 31 3.1
298 21 2.1
299 19 1.9
300 27 2.7
301 28 2.8
302 24 2.4
303 33 3.3
304 40 4
305 39 3.9
306 37 3.7
307 46 4.6
308 45 4.5
309 59 5.9
310 46 4.6
311 52 5.2
312 56 5.6
313 48 4.8
314 63 6.3
315 62 6.2
316 82 8.2
317 78 7.8
318 69 6.9
319 55 5.5
320 76 7.6
321 91 9.1
322 81 8.1
323 79 7.9
324 69 6.9
325 61 6.1
326 62 6.2
327 73 7.3
328 74 7.4
329 85 8.5
330 71 7.1
331 82 8.2
332 67 6.7
333 87 8.7
334 64 6.4
335 78 7.8
336 72 7.2
337 68 6.8
338 79 7.9
339 79 7.9
340 73 7.3
341 87 8.7
342 78 7.8
343 81 8.1
344 70 7
345 86 8.6
346 95 9.5
347 88 8.8
348 98 9.8
349 90 9
350 84 8.4
351 82 8.2
352 87 8.7
353 75 7.5
354 86 8.6
355 71 7.1
356 57 5.7
357 63 6.3
358 89 8.9
359 70 7
360 65 6.5
361 78 7.8
362 63 6.3
363 58 5.8
364 74 7.4
365 79 7.9
366 76 7.6
367 66 6.6
368 73 7.3
369 73 7.3
370 78 7.8
371 90 9
372 91 9.1
373 95 9.5
374 118 11.8
375 111 11.1
376 102 10.2
377 122 12.2
378 155 15.5
379 156 15.6
380 148 14.8
381 159 15.9
382 166 16.6
383 152 15.2
384 167 16.7
385 218 21.8
386 219 21.9
387 221 22.1
388 234 23.4
389 274 27.4
390 275 27.5
391 252 25.2
392 291 29.1
393 293 29.3
394 303 30.3
395 278 27.8
396 293 29.3
397 303 30.3
398 275 27.5
399 260 26
400 240 24
401 225 22.5
402 258 25.8
403 214 21.4
404 204 20.4
405 196 19.6
406 203 20.3
407 161 16.1
408 167 16.7
409 149 14.9
410 149 14.9
411 138 13.8
412 90 9
413 111 11.1
414 127 12.7
415 105 10.5
416 67 6.7
417 76 7.6
418 65 6.5
419 61 6.1
420 63 6.3
421 50 5
