3
1.09572 0.0063083 1
1.15054 0.0055718 1
1.20074 0.00639013 1
1.24632 0.0095425 1
1.30113 0.008806 1
1.3513 0.0111827 1
1.39688 0.0143351 1
1.41514 0.0143493 1
1.43334 0.0167012 1
1.46066 0.0198393 1
1.49704 0.0253221 1
1.51966 0.0331319 1
1.54668 0.0471788 1
1.57322 0.0791473 1
1.59541 0.10332 1
1.628 0.0799692 1
1.6516 0.0511566 1
1.69795 0.0254787 1
1.71634 0.0208177 1
1.7484 0.0169467 1
1.78502 0.0138583 1
1.8262 0.0107736 1
1.86733 0.00924719 1
1.90849 0.00694162 1
1.94959 0.00697364 1
1.98616 0.00544371 1
