90 72
1.000000e-12
1.000000e-07 0.000000e+00
2.000000e-07 6.915534e+09
3.000000e-07 3.691281e+09
4.000000e-07 -1.863148e+09
5.000000e-07 1.603306e+10
6.000000e-07 -1.487504e+10
7.000000e-07 5.333793e+09
8.000000e-07 -2.940204e+08
9.000000e-07 1.036956e+09
1.000000e-06 5.300246e+08
2.000000e-06 1.592132e+08
3.000000e-06 7.445280e+07
4.000000e-06 3.447933e+07
5.000000e-06 1.914882e+07
6.000000e-06 1.104169e+07
7.000000e-06 6.937286e+06
8.000000e-06 4.486116e+06
9.000000e-06 3.276463e+06
1.000000e-05 1.561053e+06
2.000000e-05 7.049122e+04
3.000000e-05 6.901016e+04
4.000000e-05 6.086937e+03
5.000000e-05 1.598876e+04
6.000000e-05 2.029541e+03
7.000000e-05 3.106483e+03
8.000000e-05 1.424145e+03
9.000000e-05 1.168653e+03
1.000000e-04 5.208631e+02
2.000000e-04 1.944386e+01
3.000000e-04 2.286659e+01
4.000000e-04 1.790538e+00
5.000000e-04 5.041826e+00
6.000000e-04 6.618454e-01
7.000000e-04 9.853355e-01
8.000000e-04 4.542515e-01
9.000000e-04 3.714919e-01
1.000000e-03 1.656572e-01
2.000000e-03 6.213114e-03
3.000000e-03 6.463160e-03
4.000000e-03 1.928802e-03
5.000000e-03 7.180973e-04
6.000000e-03 4.483882e-04
7.000000e-03 2.498113e-04
8.000000e-03 1.614354e-04
9.000000e-03 1.137785e-04
1.000000e-02 5.291072e-05
2.000000e-02 1.850162e-06
3.000000e-02 2.100241e-06
4.000000e-02 5.877684e-07
5.000000e-02 2.357949e-07
6.000000e-02 1.407485e-07
7.000000e-02 7.995714e-08
8.000000e-02 5.118491e-08
9.000000e-02 3.618681e-08
1.000000e-01 1.683032e-08
2.000000e-01 5.507956e-10
3.000000e-01 7.426855e-10
4.000000e-01 1.009460e-10
5.000000e-01 1.049337e-10
6.000000e-01 3.995494e-11
7.000000e-01 2.837861e-11
8.000000e-01 1.639431e-11
9.000000e-01 1.197232e-11
1.000000e+00 5.498510e-12
2.000000e+00 3.648203e-15
3.000000e+00 2.387885e-13
4.000000e+00 6.393522e-15
5.000000e+00 2.594168e-14
6.000000e+00 6.073397e-15
7.000000e+00 5.138825e-15
8.000000e+00 3.043008e-15
9.000000e+00 0.000000e+00
2.000000e-12
1.000000e-07 0.000000e+00
2.000000e-07 2.659140e+09
3.000000e-07 2.017297e+10
4.000000e-07 -1.688752e+10
5.000000e-07 6.282855e+09
6.000000e-07 -7.349225e+08
7.000000e-07 3.482447e+09
8.000000e-07 -7.369724e+09
9.000000e-07 9.007943e+09
1.000000e-06 6.975957e+07
2.000000e-06 2.371994e+08
3.000000e-06 7.572087e+07
4.000000e-06 5.301758e+07
5.000000e-06 2.760855e+07
6.000000e-06 1.802520e+07
7.000000e-06 1.149806e+07
8.000000e-06 7.776951e+06
9.000000e-06 5.794013e+06
1.000000e-05 2.877173e+06
2.000000e-05 1.624080e+05
3.000000e-05 1.311829e+05
4.000000e-05 1.384424e+04
5.000000e-05 3.146009e+04
6.000000e-05 4.185122e+03
7.000000e-05 6.173952e+03
8.000000e-05 2.856250e+03
9.000000e-05 2.333990e+03
1.000000e-04 1.041574e+03
2.000000e-04 3.888552e+01
3.000000e-04 4.573130e+01
4.000000e-04 3.581164e+00
5.000000e-04 1.008350e+01
