90 72
1.000000e-12
1.000000e-07 1.808080e-03
2.000000e-07 1.598335e-03
3.000000e-07 1.440846e-03
4.000000e-07 1.316387e-03
5.000000e-07 1.212380e-03
6.000000e-07 1.187364e-03
7.000000e-07 1.098791e-03
8.000000e-07 1.020496e-03
9.000000e-07 9.508587e-04
1.000000e-06 8.885276e-04
2.000000e-06 5.033772e-04
3.000000e-06 3.251152e-04
4.000000e-06 2.287705e-04
5.000000e-06 1.710123e-04
6.000000e-06 1.336068e-04
7.000000e-06 1.079101e-04
8.000000e-06 8.942618e-05
9.000000e-06 7.563534e-05
1.000000e-05 6.503667e-05
2.000000e-05 2.292421e-05
3.000000e-05 1.267889e-05
4.000000e-05 8.310553e-06
5.000000e-05 5.764658e-06
6.000000e-05 4.419954e-06
7.000000e-05 3.528807e-06
8.000000e-05 2.902320e-06
9.000000e-05 2.442029e-06
1.000000e-04 2.092065e-06
2.000000e-04 7.294334e-07
3.000000e-04 4.026441e-07
4.000000e-04 2.636894e-07
5.000000e-04 1.831856e-07
6.000000e-04 1.403813e-07
7.000000e-04 1.120345e-07
8.000000e-04 9.211686e-08
9.000000e-04 7.748891e-08
1.000000e-03 6.637076e-08
2.000000e-03 2.315724e-08
3.000000e-03 1.277253e-08
4.000000e-03 8.053572e-09
5.000000e-03 5.817359e-09
6.000000e-03 4.456076e-09
7.000000e-03 3.555037e-09
8.000000e-03 2.922176e-09
9.000000e-03 2.457536e-09
1.000000e-02 2.104474e-09
2.000000e-02 7.343741e-10
3.000000e-02 4.044680e-10
4.000000e-02 2.552101e-10
5.000000e-02 1.840708e-10
6.000000e-02 1.407930e-10
7.000000e-02 1.121610e-10
8.000000e-02 9.205836e-11
9.000000e-02 7.730378e-11
1.000000e-01 6.609525e-11
2.000000e-01 2.267020e-11
3.000000e-01 1.220546e-11
4.000000e-01 7.778189e-12
5.000000e-01 5.436594e-12
6.000000e-01 4.029392e-12
7.000000e-01 3.110743e-12
8.000000e-01 2.475200e-12
9.000000e-01 2.016205e-12
1.000000e+00 1.673513e-12
2.000000e+00 4.628582e-13
3.000000e+00 2.108523e-13
4.000000e+00 1.197124e-13
5.000000e+00 7.695648e-14
6.000000e+00 5.357284e-14
7.000000e+00 3.941822e-14
8.000000e+00 3.020889e-14
9.000000e+00 2.388470e-14
2.000000e-12
1.000000e-07 2.227792e-03
2.000000e-07 2.016647e-03
3.000000e-07 1.856852e-03
4.000000e-07 1.807829e-03
5.000000e-07 1.690316e-03
6.000000e-07 1.585318e-03
7.000000e-07 1.491696e-03
8.000000e-07 1.407782e-03
9.000000e-07 1.295554e-03
1.000000e-06 1.231213e-03
2.000000e-06 8.030419e-04
3.000000e-06 5.572508e-04
4.000000e-06 4.103098e-04
5.000000e-06 3.159355e-04
6.000000e-06 2.518073e-04
7.000000e-06 2.062137e-04
8.000000e-06 1.725858e-04
9.000000e-06 1.470246e-04
1.000000e-05 1.271018e-04
2.000000e-05 4.573297e-05
3.000000e-05 2.533065e-05
4.000000e-05 1.661139e-05
5.000000e-05 1.152580e-05
6.000000e-05 8.838039e-06
7.000000e-05 7.056519e-06
8.000000e-05 5.803952e-06
9.000000e-05 4.883600e-06
1.000000e-04 4.183811e-06
2.000000e-04 1.458840e-06
3.000000e-04 8.052816e-07
4.000000e-04 5.273763e-07
5.000000e-04 3.663701e-07
